Ticker,Company,Sector,Industry,Country
APTX,Aptinyx Inc.,Healthcare,Biotechnology,USA
APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA
APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts,Taiwan
APXT,Apex Technology Acquisition Corporation,Financial,Shell Companies,USA
APYX,Apyx Medical Corporation,Healthcare,Medical Devices,USA
AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,USA
AQMS,"Aqua Metals, Inc.",Industrials,Waste Management,USA
AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA
AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA
AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA
ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA
ARAY,Accuray Incorporated,Healthcare,Medical Devices,USA
ARBGU,Aequi Acquisition Corp.,Financial,Shell Companies,USA
ARC,"ARC Document Solutions, Inc.",Industrials,Specialty Business Services,USA
ARCB,ArcBest Corporation,Industrials,Trucking,USA
ARCC,Ares Capital Corporation,Financial,Asset Management,USA
ARCE,Arco Platform Limited,Consumer Defensive,Education & Training Services,Brazil
ARCH,"Arch Resources, Inc.",Energy,Thermal Coal,USA
ARCO,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,Uruguay
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA
ARD,Ardagh Group S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Financial,Asset Management,USA
ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,USA
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,USA
AREC,American Resources Corporation,Energy,Thermal Coal,USA
ARES,Ares Management Corporation,Financial,Asset Management,USA
ARGO,"Argo Group International Holdings, Ltd.",Financial,Insurance - Property & Casualty,Bermuda
ARGX,argenx SE,Healthcare,Biotechnology,Netherlands
ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,USA
ARKO,Arko Corp.,Consumer Defensive,Grocery Stores,USA
ARKR,Ark Restaurants Corp.,Consumer Cyclical,Restaurants,USA
ARL,"American Realty Investors, Inc.",Real Estate,Real Estate - Development,USA
ARLO,"Arlo Technologies, Inc.",Industrials,Security & Protection Services,USA
ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,USA
ARMK,Aramark,Consumer Cyclical,Restaurants,USA
ARMP,Armata Pharmaceuticals Inc.,Healthcare,Biotechnology,USA
ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ARNC,Arconic Corporation,Industrials,Metal Fabrication,USA
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,USA
AROW,Arrow Financial Corporation,Financial,Banks - Regional,USA
ARPO,"Aerpio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,USA
ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,USA
ARRW,Arrowroot Acquisition Corp.,Financial,Shell Companies,USA
ARRWU,Arrowroot Acquisition Corp.,Financial,Shell Companies,USA
ARRY,"Array Technologies, Inc.",Technology,Solar,USA
ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,USA
ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,USA
ARTW,"Art's-Way Manufacturing Co., Inc.",Industrials,Farm & Heavy Construction Machinery,USA
ARVL,Arrival,Consumer Cyclical,Auto Manufacturers,Luxembourg
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,USA
ARW,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,USA
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ARYA,ARYA Sciences Acquisition Corp III,Financial,Shell Companies,USA
ARYD,ARYA Sciences Acquisition Corp IV,Financial,Shell Companies,USA
ASA,ASA Gold and Precious Metals Limited,Financial,Asset Management,USA
ASAN,"Asana, Inc.",Technology,Software - Application,USA
ASAXU,Astrea Acquisition Corp.,Financial,Shell Companies,USA
ASB,Associated Banc-Corp,Financial,Banks - Regional,USA
ASC,Ardmore Shipping Corporation,Energy,Oil & Gas Midstream,Bermuda
ASG,"Liberty All-Star Growth Fund, Inc.",Financial,Closed-End Fund - Equity,USA
ASGN,ASGN Incorporated,Industrials,Staffing & Employment Services,USA
ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA
ASIX,AdvanSix Inc.,Basic Materials,Chemicals,USA
ASLE,AerSale Corporation,Industrials,Airports & Air Services,USA
ASLN,ASLAN Pharmaceuticals Limited,Healthcare,Biotechnology,Singapore
ASM,Avino Silver & Gold Mines Ltd.,Basic Materials,Silver,Canada
ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,USA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark
ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail,USA
ASPCU,Alpha Capital Acquisition Company,Financial,Shell Companies,USA
ASPL,Aspirational Consumer Lifestyle Corp.,Financial,Shell Companies,Singapore
ASPN,"Aspen Aerogels, Inc.",Industrials,Building Products & Equipment,USA
ASPS,Altisource Portfolio Solutions S.A.,Financial,Mortgage Finance,Luxembourg
ASPU,"Aspen Group, Inc.",Consumer Defensive,Education & Training Services,USA
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,Mexico
ASRT,"Assertio Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
ASRV,"AmeriServ Financial, Inc.",Financial,Banks - Regional,USA
ASTC,Astrotech Corporation,Industrials,Aerospace & Defense,USA
ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,USA
ASTS,"AST SpaceMobile, Inc.",Communication Services,Telecom Services,USA
ASUR,"Asure Software, Inc.",Technology,Software - Application,USA
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,Taiwan
ASXC,"Asensus Surgical, Inc.",Healthcare,Medical Devices,USA
ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA
ASZ,Austerlitz Acquisition Corporation II,Financial,Shell Companies,USA
ATAC,Altimar Acquisition Corporation,Financial,Shell Companies,USA
ATAX,"America First Multifamily Investors, L.P.",Financial,Mortgage Finance,USA
ATC,Atotech Limited,Technology,Electronic Components,United Kingdom
ATCO,Atlas Corp.,Financial,Asset Management,United Kingdom
ATCX,"Atlas Technical Consultants, Inc.",Industrials,Engineering & Construction,USA
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,USA
ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA
ATER,"Aterian, Inc.",Technology,Consumer Electronics,USA
ATEX,Anterix Inc.,Communication Services,Telecom Services,USA
ATGE,Adtalem Global Education Inc.,Consumer Defensive,Education & Training Services,USA
ATH,Athene Holding Ltd.,Financial,Insurance - Diversified,Bermuda
ATHA,"Athira Pharma, Inc.",Healthcare,Biotechnology,USA
ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology,Australia
ATHM,Autohome Inc.,Communication Services,Internet Content & Information,China
ATHX,"Athersys, Inc.",Healthcare,Biotechnology,USA
ATI,Allegheny Technologies Incorporated,Industrials,Metal Fabrication,USA
ATIF,ATIF Holdings Limited,Financial,Capital Markets,USA
ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA
ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,USA
ATLO,Ames National Corporation,Financial,Banks - Regional,USA
ATMR,Altimar Acquisition Corp. II,Financial,Shell Companies,USA
ATNF,180 Life Sciences Corp.,Healthcare,Biotechnology,USA
ATNI,"ATN International, Inc.",Communication Services,Telecom Services,USA
ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
ATNX,"Athenex, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,USA
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,USA
ATOS,"Atossa Therapeutics, Inc.",Healthcare,Biotechnology,USA
ATR,"AptarGroup, Inc.",Consumer Cyclical,Packaging & Containers,USA
ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,USA
ATRI,Atrion Corporation,Healthcare,Medical Instruments & Supplies,USA
ATRO,Astronics Corporation,Industrials,Aerospace & Defense,USA
ATRS,"Antares Pharma, Inc.",Healthcare,Medical Instruments & Supplies,USA
ATSG,"Air Transport Services Group, Inc.",Industrials,Integrated Freight & Logistics,USA
ATSPT,Archimedes Tech SPAC Partners Co.,Financial,Shell Companies,USA
ATSPU,Archimedes Tech SPAC Partners Co.,Financial,Shell Companies,USA
ATTO,Atento S.A.,Industrials,Specialty Business Services,Luxembourg
ATUS,"Altice USA, Inc.",Communication Services,Telecom Services,USA
ATVCU,Tribe Capital Growth Corp I,Financial,Shell Companies,USA
ATVI,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
ATXI,"Avenue Therapeutics, Inc.",Healthcare,Biotechnology,USA
AU,AngloGold Ashanti Limited,Basic Materials,Gold,South Africa
AUB,Atlantic Union Bankshares Corporation,Financial,Banks - Regional,USA
AUBN,"Auburn National Bancorporation, Inc.",Financial,Banks - Regional,USA
AUD,"Audacy, Inc.",Communication Services,Broadcasting,USA
AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel
AUMN,Golden Minerals Company,Basic Materials,Other Precious Metals & Mining,USA
AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada
AURCU,Aurora Acquisition Corp.,Financial,Shell Companies,United Kingdom
AUS,Austerlitz Acquisition Corporation I,Financial,Shell Companies,USA
AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology,United Kingdom
AUTO,"AutoWeb, Inc.",Communication Services,Internet Content & Information,USA
AUUD,Auddia Inc.,Technology,Software - Application,USA
AUVI,"Applied UV, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
AUY,Yamana Gold Inc.,Basic Materials,Gold,Canada
AVA,Avista Corporation,Utilities,Utilities - Diversified,USA
AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities,USA
AVAL,Grupo Aval Acciones y Valores S.A.,Financial,Banks - Regional,Colombia
AVAN,Avanti Acquisition Corp.,Financial,Shell Companies,Cayman Islands
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense,USA
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,USA
AVCO,Avalon GloboCare Corp.,Healthcare,Medical Care Facilities,USA
AVCT,"American Virtual Cloud Technologies, Inc.",Financial,Shell Companies,USA
AVD,American Vanguard Corporation,Basic Materials,Agricultural Inputs,USA
AVDL,Avadel Pharmaceuticals plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland
AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
AVGO,Broadcom Inc.,Technology,Semiconductors,USA
AVGR,"Avinger, Inc.",Healthcare,Medical Devices,USA
AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
AVK,Advent Convertible and Income Fund,Financial,Closed-End Fund - Debt,USA
AVLR,"Avalara, Inc.",Technology,Software - Application,USA
AVNS,"Avanos Medical, Inc.",Healthcare,Medical Devices,USA
AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,USA
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,USA
AVO,"Mission Produce, Inc.",Consumer Defensive,Farm Products,USA
AVRO,"AVROBIO, Inc.",Healthcare,Biotechnology,USA
AVT,"Avnet, Inc.",Technology,Electronics & Computer Distribution,USA
AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,USA
AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology,USA
AVY,Avery Dennison Corporation,Industrials,Business Equipment & Supplies,USA
AVYA,Avaya Holdings Corp.,Technology,Software - Application,USA
AWF,AllianceBernstein Global High Income Fund,Financial,Closed-End Fund - Debt,USA
AWH,Aspira Women's Health Inc.,Healthcare,Diagnostics & Research,USA
AWI,"Armstrong World Industries, Inc.",Industrials,Building Products & Equipment,USA
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,USA
AWP,Aberdeen Global Premier Properties Fund,Financial,Closed-End Fund - Foreign,USA
AWR,American States Water Company,Utilities,Utilities - Regulated Water,USA
AWRE,"Aware, Inc.",Technology,Software - Application,USA
AWX,Avalon Holdings Corporation,Industrials,Waste Management,USA
AX,"Axos Financial, Inc.",Financial,Banks - Regional,USA
AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas E&P,USA
AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA
AXGN,"AxoGen, Inc.",Healthcare,Medical Devices,USA
AXL,"American Axle & Manufacturing Holdings, Inc.",Consumer Cyclical,Auto Parts,USA
AXLA,Axcella Health Inc.,Healthcare,Biotechnology,USA
AXNX,"Axonics, Inc.",Healthcare,Medical Devices,USA
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA
AXP,American Express Company,Financial,Credit Services,USA
AXR,AMREP Corporation,Real Estate,Real Estate Services,USA
AXS,AXIS Capital Holdings Limited,Financial,Insurance - Property & Casualty,Bermuda
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,USA
AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,USA
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,USA
AXU,Alexco Resource Corp.,Basic Materials,Other Precious Metals & Mining,Canada
AY,Atlantica Sustainable Infrastructure plc,Utilities,Utilities - Renewable,United Kingdom
AYI,"Acuity Brands, Inc.",Industrials,Electrical Equipment & Parts,USA
AYLA,"Ayala Pharmaceuticals, Inc.",Healthcare,Biotechnology,Israel
AYRO,"Ayro, Inc.",Consumer Cyclical,Auto Manufacturers,USA
AYTU,"Aytu Biopharma, Inc.",Healthcare,Biotechnology,USA
AYX,"Alteryx, Inc.",Technology,Software - Application,USA
AZEK,The AZEK Company Inc.,Industrials,Building Products & Equipment,USA
AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom
AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA
AZPN,"Aspen Technology, Inc.",Technology,Software - Application,USA
AZRE,Azure Power Global Limited,Utilities,Utilities - Renewable,India
AZRX,"AzurRx BioPharma, Inc.",Healthcare,Biotechnology,USA
AZUL,Azul S.A.,Industrials,Airlines,Brazil
AZYO,"Aziyo Biologics, Inc.",Healthcare,Medical Devices,USA
AZZ,AZZ Inc.,Industrials,Electrical Equipment & Parts,USA
B,Barnes Group Inc.,Industrials,Specialty Industrial Machinery,USA
BA,The Boeing Company,Industrials,Aerospace & Defense,USA
BABA,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,China
BAC,Bank of America Corporation,Financial,Banks - Diversified,USA
BAH,Booz Allen Hamilton Holding Corporation,Industrials,Consulting Services,USA
BAK,Braskem S.A.,Basic Materials,Chemicals,Brazil
BALY,Bally's Corporation,Consumer Cyclical,Resorts & Casinos,USA
BAM,Brookfield Asset Management Inc.,Financial,Asset Management,Canada
BANC,"Banc of California, Inc.",Financial,Banks - Regional,USA
BAND,Bandwidth Inc.,Technology,Software - Infrastructure,USA
BANF,BancFirst Corporation,Financial,Banks - Regional,USA
BANR,Banner Corporation,Financial,Banks - Regional,USA
BANX,StoneCastle Financial Corp.,Financial,Asset Management,USA
BAOS,Baosheng Media Group Holdings Limited,Communication Services,Advertising Agencies,China
BAP,Credicorp Ltd.,Financial,Banks - Regional,Peru
BATL,Battalion Oil Corporation,Energy,Oil & Gas E&P,USA
BATRA,The Liberty Braves Group,Communication Services,Entertainment,USA
BATRK,The Liberty Braves Group,Communication Services,Entertainment,USA
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA
BB,BlackBerry Limited,Technology,Software - Infrastructure,Canada
BBAR,Banco BBVA Argentina S.A.,Financial,Banks - Regional,Argentina
BBBY,Bed Bath & Beyond Inc.,Consumer Cyclical,Specialty Retail,USA
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction,USA
BBD,Banco Bradesco S.A.,Financial,Banks - Regional,Brazil
BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA
BBGI,"Beasley Broadcast Group, Inc.",Communication Services,Broadcasting,USA
BBI,"Brickell Biotech, Inc.",Healthcare,Biotechnology,USA
BBIG,"Vinco Ventures, Inc.",Consumer Cyclical,Leisure,USA
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,USA
BBL,BHP Group,Basic Materials,Other Industrial Metals & Mining,Australia
BBN,BlackRock Taxable Municipal Bond Trust,Financial,Closed-End Fund - Debt,USA
BBQ,"BBQ Holdings, Inc.",Consumer Cyclical,Restaurants,USA
BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services,USA
BBU,Brookfield Business Partners L.P.,Industrials,Conglomerates,Bermuda
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial,Banks - Diversified,Spain
BBW,"Build-A-Bear Workshop, Inc.",Consumer Cyclical,Specialty Retail,USA
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,USA
BC,Brunswick Corporation,Consumer Cyclical,Leisure,USA
BCAB,"BioAtla, Inc.",Healthcare,Biotechnology,USA
BCAC,Brookline Capital Acquisition Corp.,Financial,Shell Companies,USA
BCACU,Brookline Capital Acquisition Corp.,Financial,Shell Companies,USA
BCBP,"BCB Bancorp, Inc.",Financial,Banks - Regional,USA
BCC,Boise Cascade Company,Basic Materials,Lumber & Wood Production,USA
BCDA,"BioCardia, Inc.",Healthcare,Biotechnology,USA
BCE,BCE Inc.,Communication Services,Telecom Services,Canada
BCEI,"Bonanza Creek Energy, Inc.",Energy,Oil & Gas E&P,USA
BCEL,"Atreca, Inc.",Healthcare,Biotechnology,USA
BCH,Banco de Chile,Financial,Banks - Regional,Chile
BCLI,Brainstorm Cell Therapeutics Inc.,Healthcare,Biotechnology,USA
BCML,BayCom Corp,Financial,Banks - Regional,USA
BCO,The Brink's Company,Industrials,Security & Protection Services,USA
BCOR,"Blucora, Inc.",Financial,Asset Management,USA
BCOV,Brightcove Inc.,Technology,Software - Application,USA
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,USA
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
BCS,Barclays PLC,Financial,Banks - Diversified,United Kingdom
BCSF,"Bain Capital Specialty Finance, Inc.",Financial,Asset Management,USA
BCTG,BCTG Acquisition Corp.,Financial,Shell Companies,USA
BCTX,BriaCell Therapeutics Corp.,Healthcare,Biotechnology,Canada
BCV,Bancroft Fund Ltd.,Financial,Closed-End Fund - Debt,USA
